OPN1,OPN2,OPN3,OPN4,AGG1,AGG2,AGG3,AGG4,NEU1,NEU2,NEU3,NEU4,EXT1,EXT2,EXT3,EXT4,CSN1,CSN2,CSN3,CSN4,AGE,GENDER,DENSITY,AVARAGE_TEMP,INVIDUALISM_SCORE,GP_AVG,PERSONALITY
4,2,3,3,2,4,4,5,1,3,3,5,2,1,5,3,5,3,3,5,76,2,3,9.75,80,1,Neuroticism
4,5,5,5,1,2,4,1,5,1,4,5,5,1,5,1,4,4,3,1,26,1,3,9.75,80,2,Openness
4,1,4,5,1,1,5,2,5,5,4,5,1,3,4,5,2,2,4,3,13,2,3,9.75,80,1,Neuroticism
4,2,5,2,4,1,4,1,1,3,2,4,4,3,4,5,2,4,4,2,63,1,3,9.75,80,5,Extroversion
1,1,1,1,2,4,1,1,5,2,2,1,1,2,1,4,2,4,3,1,14,1,3,9.75,80,2,Neuroticism
4,2,3,5,1,4,5,5,1,2,2,3,4,2,1,1,3,3,1,2,49,2,3,9.75,80,1,Agreeableness
5,5,1,1,5,5,3,3,4,1,3,5,3,5,1,5,1,5,5,3,16,2,3,9.75,80,3,Agreeableness
1,3,1,1,2,2,2,4,2,2,2,5,5,3,4,5,1,1,4,3,73,1,3,9.75,80,4,Extroversion
3,2,1,3,5,2,4,5,5,4,3,1,5,3,5,1,1,3,4,4,78,1,3,9.75,80,4,Agreeableness
2,3,3,4,2,3,3,1,1,4,5,5,1,5,3,1,2,3,3,2,25,1,3,9.75,80,2,Neuroticism
3,3,3,5,5,5,3,4,4,4,4,2,5,5,4,4,5,2,5,1,76,2,3,9.75,80,4,Agreeableness
3,1,5,1,1,1,5,2,5,2,4,1,1,3,5,2,1,2,1,5,79,1,3,9.75,80,4,Neuroticism
2,2,5,1,4,5,5,3,4,4,4,5,2,2,2,3,4,5,5,5,22,2,3,9.75,80,4,Conscientiousness
5,4,3,5,1,4,2,1,1,5,1,2,1,2,4,1,5,3,5,5,40,2,3,9.75,80,5,Conscientiousness
3,3,2,4,5,2,1,2,5,5,5,4,4,3,1,4,3,4,5,4,63,2,3,9.75,80,2,Neuroticism
1,4,5,3,2,1,4,2,2,2,4,4,4,1,5,1,5,4,3,4,44,2,3,9.75,80,5,Conscientiousness
1,1,4,5,3,1,4,2,2,5,3,1,3,2,5,2,3,4,2,5,72,1,3,9.75,80,3,Neuroticism
4,4,5,5,5,4,4,4,3,2,2,2,3,4,1,1,4,4,1,2,40,2,3,9.75,80,4,Openness
1,2,1,1,5,4,4,5,5,4,1,5,1,1,3,1,1,3,3,3,14,2,3,9.75,80,2,Agreeableness
3,3,1,2,2,3,2,5,2,3,3,4,3,1,4,2,1,3,5,5,46,1,3,9.75,80,3,Conscientiousness
5,3,2,3,4,3,4,1,5,5,1,3,3,4,4,5,3,5,5,4,66,2,3,9.75,80,1,Neuroticism
4,2,5,2,2,3,3,5,2,1,1,3,1,2,4,4,4,4,5,2,17,1,3,9.75,80,4,Openness
2,3,5,2,4,2,1,4,2,2,4,4,3,3,3,5,4,2,3,1,62,2,3,9.75,80,5,Neuroticism
1,4,2,4,3,1,4,2,4,2,3,2,3,4,4,1,2,1,5,1,68,1,3,9.75,80,1,Neuroticism
1,3,1,5,4,3,2,3,4,4,2,1,4,1,3,3,3,5,2,4,44,2,3,9.75,80,1,Neuroticism
1,1,2,1,4,5,3,4,3,4,3,1,4,4,5,3,3,1,2,3,55,2,3,9.75,80,1,Agreeableness
2,2,3,2,3,4,2,4,3,3,2,2,5,1,3,4,1,5,3,1,47,1,3,9.75,80,3,Agreeableness
3,2,1,3,1,4,3,2,1,4,1,3,1,4,3,5,1,1,1,2,70,2,3,9.75,80,3,Agreeableness
1,5,1,2,1,3,3,2,3,3,4,2,2,5,5,1,3,2,1,2,68,1,3,9.75,80,5,Neuroticism
3,1,1,1,2,3,3,1,4,2,4,3,3,3,1,4,5,5,1,4,38,2,3,9.75,80,3,Conscientiousness
5,5,3,2,5,1,3,1,4,2,5,5,2,1,4,4,1,1,2,3,30,1,3,9.75,80,1,Openness
4,2,1,4,3,1,3,4,1,2,3,1,4,2,5,2,3,2,1,4,43,2,3,9.75,80,1,Agreeableness
1,4,2,2,4,5,1,3,2,4,5,5,4,3,1,2,3,4,4,1,37,1,3,9.75,80,4,Neuroticism
2,1,5,4,5,2,2,2,5,5,4,2,3,1,1,4,2,1,3,5,31,2,3,9.75,80,3,Neuroticism
4,2,5,3,3,3,5,2,5,4,2,1,5,3,4,2,1,5,5,4,60,1,3,9.75,80,2,Conscientiousness
4,1,2,1,4,3,5,2,4,3,1,5,5,4,2,3,3,1,1,4,41,1,3,9.75,80,1,Agreeableness
5,3,3,4,5,3,1,1,1,5,3,4,2,2,3,3,2,1,5,4,14,1,3,9.75,80,5,Openness
1,4,1,3,2,5,5,1,2,2,4,4,3,3,2,1,3,3,2,3,57,2,3,9.75,80,3,Neuroticism
2,3,2,5,2,1,2,2,1,5,2,5,3,2,1,4,2,2,4,5,47,2,3,9.75,80,5,Conscientiousness
3,2,4,3,3,4,3,2,1,5,2,1,4,4,5,2,1,3,3,1,54,2,3,9.75,80,2,Agreeableness
5,2,2,4,3,3,2,3,5,4,5,1,4,2,5,5,4,4,3,2,50,2,3,9.75,80,3,Neuroticism
1,4,1,1,2,3,3,1,1,1,4,5,1,4,2,5,5,3,1,3,18,1,3,9.75,80,1,Extroversion
2,4,1,5,1,5,2,3,4,5,3,2,4,5,2,4,4,3,5,3,60,2,3,9.75,80,5,Conscientiousness
5,2,4,3,5,5,5,3,5,5,4,5,4,4,5,2,1,3,4,1,75,1,3,9.75,80,2,Neuroticism
1,1,1,3,4,5,2,3,2,5,5,3,2,4,1,4,2,4,4,1,39,2,3,9.75,80,2,Neuroticism
2,5,5,4,5,4,4,1,1,2,4,2,5,1,2,4,4,2,1,5,48,2,3,9.75,80,1,Openness
2,5,4,2,4,4,4,5,2,2,2,1,4,5,5,1,3,1,5,2,38,2,3,9.75,80,3,Agreeableness
5,5,5,2,5,4,5,4,5,4,5,3,1,5,5,3,3,5,5,4,37,2,3,9.75,80,2,Neuroticism
1,1,5,4,2,4,4,4,4,3,1,4,5,1,2,5,5,1,3,2,39,2,3,9.75,80,1,Agreeableness
1,4,4,4,2,2,5,4,1,3,4,3,3,3,2,3,3,5,5,4,55,2,3,9.75,80,4,Conscientiousness
5,1,4,2,3,4,1,4,5,5,2,2,1,5,3,5,4,3,2,3,60,1,3,9.75,80,1,Neuroticism
3,5,5,2,4,4,5,4,2,5,2,4,1,2,1,4,3,1,4,2,64,1,3,9.75,80,5,Openness
5,2,4,5,3,3,4,3,2,2,3,4,2,1,5,3,2,3,2,1,76,1,3,9.75,80,2,Openness
4,2,2,5,1,1,1,4,3,1,2,4,4,2,3,4,4,2,4,4,47,1,3,9.75,80,2,Conscientiousness
2,3,5,3,2,3,3,4,4,3,3,5,1,3,3,1,4,5,1,5,25,1,3,9.75,80,1,Neuroticism
5,4,5,2,5,2,2,3,1,3,4,5,3,1,1,4,2,1,2,5,78,1,3,9.75,80,2,Openness
5,1,4,5,5,2,1,4,4,1,3,2,3,4,4,3,5,5,2,4,65,2,3,9.75,80,2,Conscientiousness
5,2,4,1,3,2,5,5,4,1,1,5,1,2,3,3,5,5,3,3,68,1,3,9.75,80,3,Conscientiousness
5,5,2,3,5,3,5,4,5,2,3,5,3,5,5,1,2,1,2,3,22,1,3,9.75,80,2,Openness
2,5,1,1,1,4,4,2,3,5,3,2,3,1,3,3,1,3,2,3,40,1,3,9.75,80,3,Neuroticism
4,3,3,5,1,2,5,5,3,3,5,4,3,2,5,5,4,3,1,3,32,1,3,9.75,80,2,Openness
2,4,5,3,4,5,4,5,2,2,3,3,2,3,5,4,4,4,2,2,76,1,3,9.75,80,5,Agreeableness
4,1,3,3,4,3,5,2,1,5,1,1,2,4,1,4,2,2,2,3,67,2,3,9.75,80,5,Agreeableness
5,5,2,2,4,2,2,3,1,2,1,1,3,3,3,1,2,3,5,2,49,1,3,9.75,80,5,Openness
2,2,5,1,1,5,5,5,4,2,4,5,4,5,1,1,5,4,1,5,54,2,3,9.75,80,3,Neuroticism
5,4,4,1,1,1,1,5,4,2,1,1,5,5,2,3,5,2,2,5,29,2,3,9.75,80,4,Extroversion
3,5,3,4,5,4,1,2,3,2,5,4,4,1,3,1,2,2,1,2,17,2,3,9.75,80,4,Openness
4,2,2,5,2,2,3,2,5,4,3,4,1,5,5,1,5,2,5,5,51,1,3,9.75,80,5,Conscientiousness
2,4,1,5,4,2,5,2,2,3,3,2,2,1,4,3,4,3,4,4,53,1,3,9.75,80,1,Conscientiousness
1,5,3,5,5,1,3,3,5,1,4,2,2,3,5,5,2,5,2,5,56,1,3,9.75,80,1,Extroversion
2,3,2,4,4,5,3,3,3,2,4,5,4,5,4,1,2,5,3,3,76,1,3,9.75,80,5,Neuroticism
5,4,4,2,1,5,1,2,5,1,3,5,2,4,3,3,1,1,5,3,25,2,3,9.75,80,2,Neuroticism
5,5,5,5,4,2,3,3,4,2,1,4,2,2,3,4,3,3,3,3,40,1,3,9.75,80,4,Openness
3,1,1,4,2,4,5,3,1,1,4,3,1,1,3,3,5,4,2,3,31,1,3,9.75,80,5,Conscientiousness
3,2,2,1,1,3,3,4,4,2,3,3,1,2,5,2,5,1,1,4,39,1,3,9.75,80,5,Conscientiousness
3,5,5,3,3,2,4,2,1,2,3,5,2,2,1,2,5,2,2,5,64,2,3,9.75,80,4,Conscientiousness
5,2,5,1,5,4,1,3,4,3,1,1,5,2,1,4,3,5,1,5,66,1,3,9.75,80,1,Agreeableness
2,1,1,4,3,2,4,1,5,1,3,5,4,5,4,4,4,4,4,2,77,2,3,9.75,80,4,Neuroticism
4,2,4,1,2,3,3,4,5,4,2,2,5,4,3,3,5,1,4,2,55,1,3,9.75,80,2,Neuroticism
5,4,3,3,5,4,2,2,2,4,5,4,4,3,2,3,4,4,4,4,50,2,3,9.75,80,2,Neuroticism
3,2,4,1,4,1,2,3,1,2,5,4,1,1,2,4,2,2,2,3,28,2,3,9.75,80,2,Neuroticism
4,5,4,5,5,1,3,2,5,5,1,4,1,3,2,3,3,5,5,4,28,2,3,9.75,80,5,Conscientiousness
4,1,3,3,4,3,3,5,2,4,4,3,1,2,1,5,4,4,5,5,39,2,3,9.75,80,1,Conscientiousness
4,3,1,1,3,2,2,2,4,3,5,3,5,3,2,5,2,5,5,4,61,2,3,9.75,80,1,Neuroticism
1,5,4,4,2,1,4,1,5,2,2,3,5,2,4,4,5,4,3,1,50,2,3,9.75,80,5,Conscientiousness
1,1,5,3,4,3,2,3,2,3,2,1,1,2,3,2,3,2,2,2,68,2,3,9.75,80,5,Agreeableness
1,4,3,2,4,4,1,4,2,5,1,5,4,3,5,4,3,5,5,3,50,1,3,9.75,80,3,Conscientiousness
5,5,3,3,1,4,5,4,1,5,1,2,3,5,1,5,4,5,2,4,31,1,3,9.75,80,1,Openness
5,2,5,4,2,4,3,4,4,4,5,1,2,2,3,2,1,3,1,5,55,1,3,9.75,80,3,Openness
5,1,3,4,2,5,4,5,3,4,2,1,3,1,1,1,2,5,2,4,67,2,3,9.75,80,2,Agreeableness
2,4,5,5,5,3,1,1,2,2,3,3,2,5,4,1,4,4,4,4,19,1,3,9.75,80,4,Conscientiousness
4,1,1,4,3,5,1,4,5,1,3,4,2,5,4,5,1,1,1,5,41,1,3,9.75,80,1,Extroversion
4,1,5,3,4,2,4,3,5,1,5,1,1,1,3,2,4,1,2,3,42,1,3,9.75,80,1,Openness
4,2,3,4,2,2,1,2,2,2,2,2,4,4,4,1,4,4,4,4,67,2,3,9.75,80,2,Conscientiousness
2,4,1,1,3,1,2,3,5,4,2,2,5,5,4,3,2,3,2,2,26,1,3,9.75,80,5,Extroversion
4,1,3,2,5,5,2,1,5,5,1,3,4,5,4,1,3,4,4,1,62,2,3,9.75,80,2,Neuroticism
4,3,2,1,2,4,4,4,2,4,1,1,1,2,4,1,4,1,3,1,31,1,3,9.75,80,5,Agreeableness
2,1,3,4,2,4,3,3,1,1,2,3,5,3,1,3,5,5,3,2,57,2,3,9.75,80,3,Conscientiousness
5,2,1,5,5,3,2,3,3,5,3,4,4,2,1,1,4,3,5,1,46,2,3,9.75,80,3,Neuroticism
4,3,3,2,5,2,5,1,3,2,5,3,4,1,2,2,5,1,3,3,80,1,3,9.75,80,5,Neuroticism
2,4,3,5,3,5,4,5,2,3,3,3,3,5,1,4,5,2,1,4,58,2,3,9.75,80,1,Agreeableness
3,1,3,3,3,1,3,3,5,3,5,3,4,1,1,5,3,1,2,2,44,2,3,9.75,80,2,Neuroticism
5,4,2,2,2,2,1,5,4,4,2,4,4,3,3,1,1,5,1,1,42,2,3,9.75,80,4,Neuroticism
2,1,4,1,1,4,5,4,1,3,4,2,3,4,3,1,5,4,2,2,48,1,3,9.75,80,3,Agreeableness
3,4,3,1,4,3,4,5,2,3,4,3,4,4,2,1,2,1,5,2,75,2,3,9.75,80,2,Agreeableness
4,3,2,5,3,4,4,4,2,3,2,4,5,4,2,1,1,3,4,2,56,2,3,9.75,80,4,Agreeableness
3,4,3,1,1,5,1,3,1,2,2,1,2,4,1,4,2,1,1,3,12,1,3,9.75,80,3,Extroversion
5,1,2,2,1,2,4,1,4,2,2,2,1,1,3,4,3,5,5,5,41,1,3,9.75,80,2,Conscientiousness
1,5,5,1,3,4,5,5,4,2,1,2,5,5,5,1,4,2,4,4,17,2,3,9.75,80,2,Agreeableness
1,3,1,3,1,2,1,4,3,5,5,2,2,3,5,2,5,5,4,5,44,2,3,9.75,80,4,Conscientiousness
5,4,1,3,5,2,5,5,4,4,5,1,4,4,2,4,4,3,3,5,60,2,3,9.75,80,2,Agreeableness
5,4,5,1,5,1,5,4,1,4,2,3,4,5,2,3,2,5,5,5,34,1,3,9.75,80,5,Conscientiousness
3,1,3,1,4,4,2,2,3,5,3,2,1,5,4,2,5,5,1,5,37,2,3,9.75,80,3,Conscientiousness
2,4,2,4,5,2,1,4,3,1,5,2,1,1,3,2,4,2,3,5,73,1,3,9.75,80,1,Neuroticism
5,3,1,2,3,4,2,2,2,1,5,5,5,2,1,2,3,3,5,3,27,1,3,9.75,80,2,Conscientiousness
5,4,2,5,2,4,4,5,2,2,2,4,4,2,3,3,2,5,5,2,57,2,3,9.75,80,4,Agreeableness
3,3,1,3,4,1,1,2,3,1,3,2,3,1,3,3,4,4,4,1,77,1,3,9.75,80,3,Neuroticism
5,3,1,2,3,1,2,4,3,5,5,5,5,3,1,4,5,4,1,4,27,1,3,9.75,80,3,Neuroticism
5,3,4,3,4,2,5,2,1,2,2,4,4,1,1,1,2,4,5,5,71,2,3,9.75,80,4,Conscientiousness
2,4,5,5,3,2,4,1,1,1,1,4,5,1,1,2,2,5,2,1,26,1,3,9.75,80,2,Openness
4,2,5,3,4,5,4,1,2,5,3,2,3,4,3,4,5,5,1,3,48,2,3,9.75,80,3,Agreeableness
5,1,2,2,3,2,2,1,4,1,3,4,3,1,1,5,2,5,2,5,60,1,3,9.75,80,2,Conscientiousness
3,4,5,4,1,2,5,1,1,2,3,2,2,2,3,1,1,5,3,5,22,1,3,9.75,80,1,Openness
1,1,3,1,4,3,5,5,5,4,1,4,5,2,4,5,5,4,5,2,72,1,3,9.75,80,3,Agreeableness
1,5,5,3,2,5,4,3,3,4,5,1,3,4,3,4,2,5,5,4,61,1,3,9.75,80,4,Conscientiousness
3,3,1,2,1,5,4,5,2,5,3,3,1,5,5,1,2,3,3,1,39,1,3,9.75,80,2,Agreeableness
5,4,1,4,1,5,2,2,4,2,1,5,2,2,5,5,5,2,1,2,17,1,3,9.75,80,3,Extroversion
2,5,2,2,2,5,1,3,4,1,3,4,1,2,4,5,5,3,2,3,78,2,3,9.75,80,5,Neuroticism
5,3,1,2,4,4,4,4,2,2,2,1,1,5,4,4,5,2,3,5,21,2,3,9.75,80,2,Agreeableness
4,5,1,4,4,2,2,1,1,4,1,5,1,4,5,3,2,1,2,5,31,1,3,9.75,80,2,Extroversion
2,5,1,5,5,4,2,1,3,3,2,5,2,2,3,2,1,3,4,3,59,2,3,9.75,80,1,Neuroticism
5,3,3,4,2,2,1,4,2,5,1,3,3,4,4,3,1,5,5,5,58,1,3,9.75,80,4,Conscientiousness
2,2,5,3,2,3,5,3,4,1,5,4,3,2,4,1,4,4,1,2,13,1,3,9.75,80,3,Neuroticism
3,5,1,5,1,1,5,2,3,2,2,5,3,5,3,3,2,3,4,1,13,2,3,9.75,80,5,Extroversion
3,2,2,5,1,5,3,4,4,4,4,2,4,4,1,3,5,1,3,1,43,2,3,9.75,80,3,Neuroticism
3,3,5,4,3,1,4,3,1,3,5,1,4,2,3,2,2,3,2,5,51,2,3,9.75,80,2,Openness
1,4,4,3,4,1,3,5,5,3,4,4,4,4,3,1,4,5,1,5,59,1,3,9.75,80,5,Conscientiousness
2,5,2,1,3,2,4,2,2,5,3,1,3,3,4,5,5,4,5,1,33,2,3,9.75,80,1,Conscientiousness
2,4,5,2,3,2,2,5,3,3,3,2,4,3,1,3,3,5,1,2,71,1,3,9.75,80,5,Openness
2,5,4,2,2,4,1,5,5,2,3,3,1,1,5,1,5,1,2,1,74,2,3,9.75,80,2,Neuroticism
2,1,3,5,5,1,2,1,5,1,3,3,5,2,3,4,4,1,4,5,27,1,3,9.75,80,4,Conscientiousness
1,5,2,5,4,1,1,5,5,3,2,4,3,4,3,4,1,2,2,3,27,1,3,9.75,80,5,Extroversion
3,5,4,5,2,5,3,2,2,4,3,2,4,3,3,5,1,1,1,2,57,1,3,9.75,80,1,Openness
5,2,4,3,5,1,3,1,1,3,1,5,3,3,5,3,3,4,4,4,74,1,3,9.75,80,2,Extroversion
4,4,3,5,4,5,2,5,3,2,4,4,5,4,1,4,4,5,1,1,49,1,3,9.75,80,4,Openness
3,1,4,4,3,5,1,3,1,4,4,2,2,3,2,1,4,5,1,2,23,1,3,9.75,80,4,Conscientiousness
2,4,3,2,4,5,3,3,4,4,1,5,3,2,5,3,3,2,2,3,33,2,3,9.75,80,1,Agreeableness
3,2,1,2,1,2,1,5,3,5,1,1,4,1,1,5,3,2,2,5,62,1,3,9.75,80,5,Conscientiousness
1,1,5,1,5,4,3,4,1,4,1,1,3,2,3,4,2,5,3,1,42,2,3,9.75,80,5,Agreeableness
2,3,2,3,4,5,5,5,1,4,2,5,5,4,4,5,3,5,3,1,61,1,3,9.75,80,2,Agreeableness
3,4,3,4,3,3,4,4,1,3,1,2,1,2,1,4,5,3,3,1,38,1,3,9.75,80,1,Openness
3,1,5,1,3,4,4,1,1,5,4,3,2,4,4,3,2,2,3,5,62,1,3,9.75,80,2,Neuroticism
2,4,5,2,4,1,1,4,1,1,3,2,3,1,1,4,2,2,3,5,71,2,3,9.75,80,5,Conscientiousness
2,2,3,3,1,5,3,5,3,2,1,4,2,3,1,2,5,4,5,3,31,1,3,9.75,80,1,Conscientiousness
3,4,3,1,1,2,5,1,2,4,5,3,4,2,2,3,5,5,1,3,59,1,3,9.75,80,3,Conscientiousness
5,4,1,3,4,1,2,1,1,4,1,4,3,1,2,3,5,3,3,2,74,1,3,9.75,80,4,Conscientiousness
1,2,5,3,1,2,1,2,2,5,2,2,4,2,2,2,4,1,3,3,60,2,3,9.75,80,2,Neuroticism
5,3,1,3,1,4,5,3,5,4,5,3,5,1,5,2,3,4,3,2,18,1,3,9.75,80,3,Neuroticism
5,4,3,3,1,1,2,3,5,3,4,4,1,4,3,1,2,3,5,5,30,2,3,9.75,80,2,Neuroticism
2,2,4,4,4,5,5,2,5,5,3,4,5,1,5,1,1,2,5,5,38,1,3,9.75,80,3,Neuroticism
2,1,2,1,1,4,2,5,1,2,3,2,2,4,1,1,1,1,5,5,54,1,3,9.75,80,1,Conscientiousness
3,5,1,5,4,5,4,2,3,4,3,2,5,5,1,2,3,3,2,1,58,2,3,9.75,80,3,Agreeableness
5,5,5,5,4,4,3,5,3,4,2,1,2,2,3,2,4,2,1,4,74,2,3,9.75,80,2,Openness
5,5,2,5,2,2,1,1,1,2,4,5,2,5,2,5,3,5,2,3,53,1,3,9.75,80,2,Extroversion
4,5,3,4,3,5,2,3,5,2,3,5,3,5,2,3,3,4,2,2,30,2,3,9.75,80,5,Neuroticism
1,3,4,4,3,4,5,3,4,3,1,1,5,2,4,2,4,4,3,5,21,1,3,9.75,80,1,Agreeableness
5,4,1,5,4,3,3,3,3,5,4,2,4,4,1,1,4,4,3,2,59,1,3,9.75,80,4,Conscientiousness
5,1,3,1,1,4,4,4,1,1,5,3,2,3,3,4,4,1,1,1,49,2,3,9.75,80,2,Agreeableness
2,3,5,3,3,4,1,3,5,1,1,5,4,3,5,3,4,2,4,1,19,1,3,9.75,80,4,Extroversion
2,5,1,4,3,4,5,4,2,1,1,2,3,3,5,5,2,5,5,4,79,1,3,9.75,80,4,Agreeableness
4,5,4,4,1,5,1,4,3,5,2,2,5,5,4,2,1,3,2,5,37,1,3,9.75,80,3,Extroversion
4,3,5,1,1,4,4,3,3,2,3,1,4,1,5,3,1,4,1,4,54,1,3,9.75,80,5,Openness
4,3,1,4,4,5,3,4,3,5,3,5,3,1,5,1,2,5,3,5,39,2,3,9.75,80,5,Neuroticism
4,2,2,5,2,2,5,1,3,3,1,3,2,4,5,1,3,2,4,3,12,2,3,9.75,80,5,Extroversion
5,1,5,3,4,5,1,2,5,5,1,4,4,2,3,2,1,3,2,4,75,1,3,9.75,80,4,Neuroticism
4,3,1,4,5,3,3,5,4,4,3,2,3,4,2,3,3,4,1,1,74,1,3,9.75,80,3,Agreeableness
4,2,4,5,5,1,2,2,4,1,3,4,2,1,5,1,4,5,2,1,45,2,3,9.75,80,1,Neuroticism
1,3,1,3,1,5,4,2,2,2,5,4,4,4,3,3,4,5,1,2,16,2,3,9.75,80,5,Neuroticism
4,1,1,3,1,4,4,2,1,5,2,2,3,5,3,5,5,3,4,3,41,1,3,9.75,80,4,Conscientiousness
3,4,4,2,1,3,1,5,1,4,1,1,3,1,5,2,5,3,2,2,30,2,3,9.75,80,1,Openness
4,3,2,5,1,4,5,4,3,3,4,2,5,5,4,5,2,1,5,1,75,2,3,9.75,80,1,Agreeableness
4,3,5,3,3,3,1,4,5,4,3,4,2,5,3,4,3,3,5,2,79,2,3,9.75,80,5,Neuroticism
3,5,2,3,2,1,3,1,1,1,1,3,1,5,2,5,5,5,1,3,45,2,3,9.75,80,3,Conscientiousness
1,3,5,2,3,5,4,3,3,5,5,3,2,2,3,5,3,4,4,5,68,1,3,9.75,80,4,Conscientiousness
3,1,1,4,1,2,5,5,4,5,2,1,4,2,2,5,5,1,5,3,53,2,3,9.75,80,2,Neuroticism
2,3,3,3,2,2,1,1,3,4,4,1,1,3,4,3,4,5,3,4,25,1,3,9.75,80,4,Conscientiousness
5,5,5,2,3,3,1,1,1,3,2,1,5,1,4,4,4,2,5,1,22,1,3,9.75,80,3,Extroversion
3,4,1,5,5,1,3,5,5,2,4,4,1,4,1,4,3,3,1,3,33,2,3,9.75,80,1,Neuroticism
5,1,3,3,3,5,5,3,3,5,5,4,5,3,1,1,5,5,4,2,13,2,3,9.75,80,4,Neuroticism
1,5,5,4,4,5,4,3,3,5,1,3,4,5,5,5,1,1,3,2,50,2,3,9.75,80,4,Agreeableness
1,1,3,3,1,3,2,1,1,1,4,3,1,2,4,1,4,1,1,2,78,2,3,9.75,80,3,Neuroticism
4,3,1,3,1,3,2,5,5,1,1,1,4,1,5,3,3,4,3,5,70,2,3,9.75,80,5,Conscientiousness
2,2,2,5,3,2,5,3,5,5,3,3,5,2,1,2,3,1,1,4,50,2,3,9.75,80,5,Neuroticism
1,1,5,1,2,1,3,1,4,1,2,2,4,3,2,3,4,5,5,5,58,2,3,9.75,80,1,Conscientiousness
1,3,1,1,1,1,2,1,1,1,5,1,3,4,2,5,2,5,1,5,70,2,3,9.75,80,4,Conscientiousness
4,2,1,1,3,4,3,2,1,5,1,1,2,2,4,1,3,3,2,1,64,1,3,9.75,80,3,Agreeableness
3,1,5,4,3,2,2,3,5,3,2,4,1,2,1,2,3,3,3,2,48,1,3,9.75,80,2,Neuroticism
1,4,1,5,2,4,5,1,4,4,3,3,5,2,2,4,2,5,2,2,77,2,3,9.75,80,3,Neuroticism
4,3,3,5,4,1,1,5,1,1,5,2,2,5,1,2,4,1,4,2,67,1,3,9.75,80,3,Openness
4,4,5,3,1,5,3,5,5,5,1,3,5,5,1,3,5,5,3,2,37,1,3,9.75,80,5,Conscientiousness
4,2,3,4,2,2,1,4,3,5,1,4,5,4,3,3,2,2,3,3,40,2,3,9.75,80,5,Neuroticism
5,5,5,2,3,3,1,1,1,3,5,5,5,2,3,5,4,3,1,4,30,2,3,9.75,80,1,Extroversion
4,5,4,2,4,1,5,3,4,3,2,2,5,3,3,5,1,1,2,4,14,1,3,9.75,80,3,Extroversion
4,1,2,2,5,4,5,1,1,1,5,3,5,5,3,2,2,3,3,3,18,1,3,9.75,80,3,Extroversion
1,3,3,4,4,1,1,1,3,1,5,1,1,3,2,4,2,2,2,2,58,2,3,9.75,80,3,Neuroticism
1,4,5,4,1,5,1,5,3,4,3,2,1,4,1,5,2,3,5,4,16,1,3,9.75,80,1,Openness
5,5,1,4,5,4,1,2,1,3,3,3,5,5,2,1,1,4,2,2,59,1,3,9.75,80,1,Openness
1,3,1,2,5,1,4,1,3,2,5,1,5,4,3,3,2,2,4,1,56,1,3,9.75,80,3,Agreeableness
2,2,5,5,1,3,3,2,1,5,5,5,2,3,2,4,3,2,1,2,60,1,3,9.75,80,4,Neuroticism
3,4,4,4,5,2,3,4,4,2,3,4,1,1,2,2,5,1,2,2,30,2,3,9.75,80,2,Openness
4,1,5,1,1,4,5,1,2,1,2,3,5,3,1,5,2,5,4,1,65,2,3,9.75,80,5,Agreeableness
2,3,3,1,5,4,5,4,4,2,5,4,5,1,5,5,4,5,3,5,70,1,3,9.75,80,2,Agreeableness
4,2,1,1,4,1,5,3,5,2,5,1,2,4,2,1,4,2,3,1,19,2,3,9.75,80,4,Neuroticism
1,4,1,4,2,2,4,1,4,1,2,1,1,5,4,1,2,1,3,4,17,1,3,9.75,80,5,Extroversion
1,2,1,4,1,4,4,1,3,3,2,2,1,1,3,2,1,5,2,3,15,1,3,9.75,80,4,Conscientiousness
5,3,3,1,2,3,4,4,4,1,1,1,1,3,5,5,5,1,5,4,70,1,3,9.75,80,1,Agreeableness
1,5,1,5,1,2,5,5,2,1,3,2,4,4,1,2,3,3,5,3,59,1,3,9.75,80,4,Conscientiousness
2,1,2,3,3,2,2,3,5,2,3,3,5,4,1,3,4,2,1,4,48,1,3,9.75,80,2,Neuroticism
4,1,1,2,2,2,3,4,1,1,4,3,4,1,5,1,4,5,4,4,79,1,3,9.75,80,3,Conscientiousness
1,5,5,1,2,3,3,1,1,1,1,2,4,3,3,1,5,3,4,1,50,1,3,9.75,80,1,Openness
2,5,4,2,2,3,4,4,3,4,3,3,2,5,5,1,1,4,1,4,28,1,3,9.75,80,3,Extroversion
2,3,2,1,2,5,1,1,2,5,4,3,2,5,4,2,5,1,4,5,73,2,3,9.75,80,1,Neuroticism
2,2,2,2,2,4,3,1,2,3,4,5,4,3,5,5,2,4,2,5,27,2,3,9.75,80,5,Neuroticism
2,5,4,4,2,1,4,3,2,3,5,4,2,2,4,5,4,1,4,2,66,1,3,9.75,80,4,Neuroticism
4,4,4,3,5,2,1,5,3,5,3,3,3,5,5,4,4,2,3,4,44,1,3,9.75,80,1,Extroversion
1,5,4,1,2,2,2,5,2,1,2,1,1,3,5,5,3,4,3,3,24,2,3,9.75,80,3,Extroversion
1,4,5,2,3,4,4,1,3,1,1,4,5,1,1,2,4,4,4,5,65,2,3,9.75,80,5,Conscientiousness
4,2,3,5,3,2,5,4,4,3,5,2,2,3,1,3,1,2,4,1,15,1,3,9.75,80,2,Openness
